COUNTRY,PRODUCT,TIME,VALUE
OECD,LPGETHANE,JAN2007,5411.8
OECD,LPGETHANE,FEB2007,5559.7
OECD,LPGETHANE,MAR2007,5070.1
OECD,LPGETHANE,APR2007,4865
OECD,LPGETHANE,MAY2007,4623
OECD,LPGETHANE,JUN2007,4524.1
OECD,LPGETHANE,JUL2007,4594.9
OECD,LPGETHANE,AUG2007,4519.8
OECD,LPGETHANE,SEP2007,4412.5
OECD,LPGETHANE,OCT2007,4680.4
OECD,LPGETHANE,NOV2007,5001.7
OECD,LPGETHANE,DEC2007,5231.7
OECD,LPGETHANE,JAN2008,5303.4
OECD,LPGETHANE,FEB2008,5317.2
OECD,LPGETHANE,MAR2008,5083.3
OECD,LPGETHANE,APR2008,4758.8
OECD,LPGETHANE,MAY2008,4594.4
OECD,LPGETHANE,JUN2008,4556.7
OECD,LPGETHANE,JUL2008,4507.7
OECD,LPGETHANE,AUG2008,4428
OECD,LPGETHANE,SEP2008,3992.5
OECD,LPGETHANE,OCT2008,4429.3
OECD,LPGETHANE,NOV2008,4440.3
OECD,LPGETHANE,DEC2008,4800.3
OECD,LPGETHANE,JAN2009,4922.6
OECD,LPGETHANE,FEB2009,4956
OECD,LPGETHANE,MAR2009,4824.4
OECD,LPGETHANE,APR2009,4618.8
OECD,LPGETHANE,MAY2009,4319.4
OECD,LPGETHANE,JUN2009,4514.4
OECD,LPGETHANE,JUL2009,4493.9
OECD,LPGETHANE,AUG2009,4451.1
OECD,LPGETHANE,SEP2009,4478.2
OECD,LPGETHANE,OCT2009,4710.2
OECD,LPGETHANE,NOV2009,5084.1
OECD,LPGETHANE,DEC2009,5442.6
OECD,LPGETHANE,JAN2010,5387.9
OECD,LPGETHANE,FEB2010,5446.4
OECD,LPGETHANE,MAR2010,4990.5
OECD,LPGETHANE,APR2010,4591.1
OECD,LPGETHANE,MAY2010,4484.1
OECD,LPGETHANE,JUN2010,4576.3
OECD,LPGETHANE,JUL2010,4325.3
OECD,LPGETHANE,AUG2010,4585.4
OECD,LPGETHANE,SEP2010,4592.9
OECD,LPGETHANE,OCT2010,4577.5
OECD,LPGETHANE,NOV2010,4834.7
OECD,LPGETHANE,DEC2010,5542.6
OECD,LPGETHANE,JAN2011,5692.9
OECD,LPGETHANE,FEB2011,5425.9
OECD,LPGETHANE,MAR2011,5115.4
OECD,LPGETHANE,APR2011,4683.5
OECD,LPGETHANE,MAY2011,4549.2
OECD,LPGETHANE,JUN2011,4562
OECD,LPGETHANE,JUL2011,4615.9
OECD,LPGETHANE,AUG2011,4727.8
OECD,LPGETHANE,SEP2011,4530.7
OECD,LPGETHANE,OCT2011,4755.3
OECD,LPGETHANE,NOV2011,5008.2
OECD,LPGETHANE,DEC2011,5574.5
OECD,LPGETHANE,JAN2012,5326.2
OECD,LPGETHANE,FEB2012,5307.9
OECD,LPGETHANE,MAR2012,4988.2
OECD,LPGETHANE,APR2012,4716.3
OECD,LPGETHANE,MAY2012,4657.1
OECD,LPGETHANE,JUN2012,4441.9
OECD,LPGETHANE,JUL2012,4680.4
OECD,LPGETHANE,AUG2012,4702.2
OECD,LPGETHANE,SEP2012,4489.4
OECD,LPGETHANE,OCT2012,4822.6
OECD,LPGETHANE,NOV2012,4982
OECD,LPGETHANE,DEC2012,5378.3
OECD,LPGETHANE,JAN2013,5580
OECD,LPGETHANE,FEB2013,5621.5
OECD,LPGETHANE,MAR2013,5331.6
OECD,LPGETHANE,APR2013,5017.5
OECD,LPGETHANE,MAY2013,4830.6
OECD,LPGETHANE,JUN2013,4596.4
OECD,LPGETHANE,JUL2013,4949.6
OECD,LPGETHANE,AUG2013,4738.7
OECD,LPGETHANE,SEP2013,4719.9
OECD,LPGETHANE,OCT2013,5158.9
OECD,LPGETHANE,NOV2013,5292.1
OECD,LPGETHANE,DEC2013,5631.9
OECD,LPGETHANE,JAN2014,5623.6
OECD,LPGETHANE,FEB2014,5524.8
OECD,LPGETHANE,MAR2014,5216.4
OECD,LPGETHANE,APR2014,4915
OECD,LPGETHANE,MAY2014,4665.2
OECD,LPGETHANE,JUN2014,4794.8
OECD,LPGETHANE,JUL2014,4811.4
OECD,LPGETHANE,AUG2014,4930.6
OECD,LPGETHANE,SEP2014,4956
OECD,LPGETHANE,OCT2014,5091
OECD,LPGETHANE,NOV2014,5286.2
OECD,LPGETHANE,DEC2014,5591.1
OECD,LPGETHANE,JAN2015,5725.4
OECD,LPGETHANE,FEB2015,5792.4
OECD,LPGETHANE,MAR2015,5340.4
OECD,LPGETHANE,APR2015,4980.7
OECD,LPGETHANE,MAY2015,4792.3
OECD,LPGETHANE,JUN2015,4990.2
OECD,LPGETHANE,JUL2015,5128.1
OECD,LPGETHANE,AUG2015,4973.9
OECD,LPGETHANE,SEP2015,4759.8
OECD,LPGETHANE,OCT2015,4987.9
OECD,LPGETHANE,NOV2015,5335
OECD,LPGETHANE,DEC2015,5699.7
OECD,LPGETHANE,JAN2016,5809.4
OECD,LPGETHANE,FEB2016,5823.8
OECD,LPGETHANE,MAR2016,5382.8
OECD,LPGETHANE,APR2016,5064.4
OECD,LPGETHANE,MAY2016,4949
OECD,LPGETHANE,JUN2016,4804.8
OECD,LPGETHANE,JUL2016,5065.4
OECD,LPGETHANE,AUG2016,5105.9
OECD,LPGETHANE,SEP2016,5011.9
OECD,LPGETHANE,OCT2016,5150.5
OECD,LPGETHANE,NOV2016,5183.5
OECD,LPGETHANE,DEC2016,5713.7
OECD,LPGETHANE,JAN2017,5947.5
OECD,LPGETHANE,FEB2017,5445.2
OECD,LPGETHANE,MAR2017,5400.5
OECD,LPGETHANE,APR2017,5041.2
OECD,LPGETHANE,MAY2017,4928.2
OECD,LPGETHANE,JUN2017,4972.5
OECD,LPGETHANE,JUL2017,5091.1
OECD,LPGETHANE,AUG2017,4649.2
OECD,LPGETHANE,SEP2017,4736.7
OECD,LPGETHANE,OCT2017,4885.9
OECD,LPGETHANE,NOV2017,5447
OECD,LPGETHANE,DEC2017,5853.1
OECD,LPGETHANE,JAN2018,6275.3
OECD,LPGETHANE,FEB2018,5995.4
OECD,LPGETHANE,MAR2018,5875.6
OECD,LPGETHANE,APR2018,5405
OECD,LPGETHANE,MAY2018,4982.9
OECD,LPGETHANE,JUN2018,4975.9
OECD,LPGETHANE,JUL2018,5272
OECD,LPGETHANE,AUG2018,5348.2
OECD,LPGETHANE,SEP2018,5150.6
OECD,LPGETHANE,OCT2018,5399.9
OECD,LPGETHANE,NOV2018,5550
OECD,LPGETHANE,DEC2018,6208.7
OECD,LPGETHANE,JAN2019,6313.6
OECD,LPGETHANE,FEB2019,6167.7
OECD,LPGETHANE,MAR2019,5905.5
OECD,LPGETHANE,APR2019,5580.7
OECD,LPGETHANE,MAY2019,5287.3
OECD,LPGETHANE,JUN2019,5226
OECD,LPGETHANE,JUL2019,5464.9
OECD,LPGETHANE,AUG2019,5287.3
OECD,LPGETHANE,SEP2019,5210.7
OECD,LPGETHANE,OCT2019,5419.7
OECD,LPGETHANE,NOV2019,5822
OECD,LPGETHANE,DEC2019,6327.6
OECD,LPGETHANE,1Q2007,5340.117
OECD,LPGETHANE,2Q2007,4670.176
OECD,LPGETHANE,3Q2007,4510.116
OECD,LPGETHANE,4Q2007,4970.936
OECD,LPGETHANE,1Q2008,5232.819
OECD,LPGETHANE,2Q2008,4636.169
OECD,LPGETHANE,3Q2008,4312.845
OECD,LPGETHANE,4Q2008,4557.898
OECD,LPGETHANE,1Q2009,4899.167
OECD,LPGETHANE,2Q2009,4482.389
OECD,LPGETHANE,3Q2009,4474.359
OECD,LPGETHANE,4Q2009,5078.911
OECD,LPGETHANE,1Q2010,5269.218
OECD,LPGETHANE,2Q2010,4549.77
OECD,LPGETHANE,3Q2010,4500.203
OECD,LPGETHANE,4Q2010,4986.566
OECD,LPGETHANE,1Q2011,5410.917
OECD,LPGETHANE,2Q2011,4597.695
OECD,LPGETHANE,3Q2011,4625.823
OECD,LPGETHANE,4Q2011,5113.802
OECD,LPGETHANE,1Q2012,5205.225
OECD,LPGETHANE,2Q2012,4605.671
OECD,LPGETHANE,3Q2012,4625.463
OECD,LPGETHANE,4Q2012,5061.825
OECD,LPGETHANE,1Q2013,5507.351
OECD,LPGETHANE,2Q2013,4815.007
OECD,LPGETHANE,3Q2013,4803.634
OECD,LPGETHANE,4Q2013,5361.715
OECD,LPGETHANE,1Q2014,5452.604
OECD,LPGETHANE,2Q2014,4790.277
OECD,LPGETHANE,3Q2014,4898.717
OECD,LPGETHANE,4Q2014,5323.164
OECD,LPGETHANE,1Q2015,5613.633
OECD,LPGETHANE,2Q2015,4919.652
OECD,LPGETHANE,3Q2015,4956.043
OECD,LPGETHANE,4Q2015,5340.93
OECD,LPGETHANE,1Q2016,5668.664
OECD,LPGETHANE,2Q2016,4939.505
OECD,LPGETHANE,3Q2016,5061.601
OECD,LPGETHANE,4Q2016,5351.035
OECD,LPGETHANE,1Q2017,5602.818
OECD,LPGETHANE,2Q2017,4980.057
OECD,LPGETHANE,3Q2017,4826.634
OECD,LPGETHANE,4Q2017,5394.772
OECD,LPGETHANE,1Q2018,6050.546
OECD,LPGETHANE,2Q2018,5119.746
OECD,LPGETHANE,3Q2018,5258.089
OECD,LPGETHANE,4Q2018,5721.376
OECD,LPGETHANE,1Q2019,6127.6
OECD,LPGETHANE,2Q2019,5363.8
OECD,LPGETHANE,3Q2019,5322.2
OECD,LPGETHANE,4Q2019,5856.8
OECD,LPGETHANE,2007,4870.831
OECD,LPGETHANE,2008,4683.569
OECD,LPGETHANE,2009,4733.488
OECD,LPGETHANE,2010,4824.771
OECD,LPGETHANE,2011,4935.392
OECD,LPGETHANE,2012,4874.377
OECD,LPGETHANE,2013,5120.656
OECD,LPGETHANE,2014,5115.24
OECD,LPGETHANE,2015,5206.128
OECD,LPGETHANE,2016,5254.934
OECD,LPGETHANE,2017,5199.474
OECD,LPGETHANE,2018,5535.772
OECD,LPGETHANE,2019,5665.9
OECD,NAPHTHA,JAN2007,3585
OECD,NAPHTHA,FEB2007,3579
OECD,NAPHTHA,MAR2007,3329.6
OECD,NAPHTHA,APR2007,3304
OECD,NAPHTHA,MAY2007,3258.1
OECD,NAPHTHA,JUN2007,3172.6
OECD,NAPHTHA,JUL2007,3324.7
OECD,NAPHTHA,AUG2007,3361.8
OECD,NAPHTHA,SEP2007,3284.4
OECD,NAPHTHA,OCT2007,3268.7
OECD,NAPHTHA,NOV2007,3444.1
OECD,NAPHTHA,DEC2007,3509.6
OECD,NAPHTHA,JAN2008,3432.6
OECD,NAPHTHA,FEB2008,3513.8
OECD,NAPHTHA,MAR2008,3251.2
OECD,NAPHTHA,APR2008,3075.3
OECD,NAPHTHA,MAY2008,3149.2
OECD,NAPHTHA,JUN2008,3036.3
OECD,NAPHTHA,JUL2008,3091.5
OECD,NAPHTHA,AUG2008,3182.3
OECD,NAPHTHA,SEP2008,2984.9
OECD,NAPHTHA,OCT2008,2956.9
OECD,NAPHTHA,NOV2008,2857.8
OECD,NAPHTHA,DEC2008,2799
OECD,NAPHTHA,JAN2009,2927.3
OECD,NAPHTHA,FEB2009,3202.9
OECD,NAPHTHA,MAR2009,3164.3
OECD,NAPHTHA,APR2009,3058.5
OECD,NAPHTHA,MAY2009,3027.9
OECD,NAPHTHA,JUN2009,2962.9
OECD,NAPHTHA,JUL2009,3010.1
OECD,NAPHTHA,AUG2009,3031.6
OECD,NAPHTHA,SEP2009,3180.3
OECD,NAPHTHA,OCT2009,3159.7
OECD,NAPHTHA,NOV2009,3300.9
OECD,NAPHTHA,DEC2009,3181.4
OECD,NAPHTHA,JAN2010,3461.7
OECD,NAPHTHA,FEB2010,3556.1
OECD,NAPHTHA,MAR2010,3361.9
OECD,NAPHTHA,APR2010,3246.3
OECD,NAPHTHA,MAY2010,3152.3
OECD,NAPHTHA,JUN2010,3230.3
OECD,NAPHTHA,JUL2010,3290.4
OECD,NAPHTHA,AUG2010,3337.9
OECD,NAPHTHA,SEP2010,3345.4
OECD,NAPHTHA,OCT2010,3301.7
OECD,NAPHTHA,NOV2010,3468.7
OECD,NAPHTHA,DEC2010,3364.7
OECD,NAPHTHA,JAN2011,3498.7
OECD,NAPHTHA,FEB2011,3516
OECD,NAPHTHA,MAR2011,3340.5
OECD,NAPHTHA,APR2011,3091.8
OECD,NAPHTHA,MAY2011,3115.7
OECD,NAPHTHA,JUN2011,3140.4
OECD,NAPHTHA,JUL2011,3219.2
OECD,NAPHTHA,AUG2011,3344.5
OECD,NAPHTHA,SEP2011,3124
OECD,NAPHTHA,OCT2011,3058.2
OECD,NAPHTHA,NOV2011,3209.4
OECD,NAPHTHA,DEC2011,3267.6
OECD,NAPHTHA,JAN2012,3464.6
OECD,NAPHTHA,FEB2012,3488.7
OECD,NAPHTHA,MAR2012,3299.6
OECD,NAPHTHA,APR2012,3163.2
OECD,NAPHTHA,MAY2012,3186.1
OECD,NAPHTHA,JUN2012,3187.6
OECD,NAPHTHA,JUL2012,3158.7
OECD,NAPHTHA,AUG2012,3304.2
OECD,NAPHTHA,SEP2012,3360.9
OECD,NAPHTHA,OCT2012,3307.9
OECD,NAPHTHA,NOV2012,3454.9
OECD,NAPHTHA,DEC2012,3373.8
OECD,NAPHTHA,JAN2013,3512.8
OECD,NAPHTHA,FEB2013,3521.8
OECD,NAPHTHA,MAR2013,3156.9
OECD,NAPHTHA,APR2013,3178.1
OECD,NAPHTHA,MAY2013,3165.4
OECD,NAPHTHA,JUN2013,3228.9
OECD,NAPHTHA,JUL2013,3428.1
OECD,NAPHTHA,AUG2013,3372.2
OECD,NAPHTHA,SEP2013,3247.5
OECD,NAPHTHA,OCT2013,3141.5
OECD,NAPHTHA,NOV2013,3415.6
OECD,NAPHTHA,DEC2013,3506.7
OECD,NAPHTHA,JAN2014,3769.3
OECD,NAPHTHA,FEB2014,3750.1
OECD,NAPHTHA,MAR2014,3437
OECD,NAPHTHA,APR2014,3349.7
OECD,NAPHTHA,MAY2014,3302.6
OECD,NAPHTHA,JUN2014,3162.4
OECD,NAPHTHA,JUL2014,3289.7
OECD,NAPHTHA,AUG2014,3386.8
OECD,NAPHTHA,SEP2014,3049.9
OECD,NAPHTHA,OCT2014,3098.6
OECD,NAPHTHA,NOV2014,3305.2
OECD,NAPHTHA,DEC2014,3546.8
OECD,NAPHTHA,JAN2015,3647.1
OECD,NAPHTHA,FEB2015,3653.3
OECD,NAPHTHA,MAR2015,3491.5
OECD,NAPHTHA,APR2015,3507
OECD,NAPHTHA,MAY2015,3209.1
OECD,NAPHTHA,JUN2015,3211.1
OECD,NAPHTHA,JUL2015,3284
OECD,NAPHTHA,AUG2015,3428.6
OECD,NAPHTHA,SEP2015,3410.3
OECD,NAPHTHA,OCT2015,3292
OECD,NAPHTHA,NOV2015,3422.8
OECD,NAPHTHA,DEC2015,3710.9
OECD,NAPHTHA,JAN2016,3656.4
OECD,NAPHTHA,FEB2016,3670.4
OECD,NAPHTHA,MAR2016,3385.4
OECD,NAPHTHA,APR2016,3357.3
OECD,NAPHTHA,MAY2016,3238.6
OECD,NAPHTHA,JUN2016,3278.1
OECD,NAPHTHA,JUL2016,3335.4
OECD,NAPHTHA,AUG2016,3478.7
OECD,NAPHTHA,SEP2016,3310.1
OECD,NAPHTHA,OCT2016,3265.9
OECD,NAPHTHA,NOV2016,3531.3
OECD,NAPHTHA,DEC2016,3644.1
OECD,NAPHTHA,JAN2017,3672.7
OECD,NAPHTHA,FEB2017,3712
OECD,NAPHTHA,MAR2017,3645.6
OECD,NAPHTHA,APR2017,3410.2
OECD,NAPHTHA,MAY2017,3361.4
OECD,NAPHTHA,JUN2017,3386.6
OECD,NAPHTHA,JUL2017,3490.7
OECD,NAPHTHA,AUG2017,3580.5
OECD,NAPHTHA,SEP2017,3488.7
OECD,NAPHTHA,OCT2017,3646.1
OECD,NAPHTHA,NOV2017,3676
OECD,NAPHTHA,DEC2017,3688.3
OECD,NAPHTHA,JAN2018,3622.5
OECD,NAPHTHA,FEB2018,3621
OECD,NAPHTHA,MAR2018,3207.5
OECD,NAPHTHA,APR2018,3368
OECD,NAPHTHA,MAY2018,3248.9
OECD,NAPHTHA,JUN2018,3054.8
OECD,NAPHTHA,JUL2018,3268.6
OECD,NAPHTHA,AUG2018,3299.1
OECD,NAPHTHA,SEP2018,3338.9
OECD,NAPHTHA,OCT2018,3350.7
OECD,NAPHTHA,NOV2018,3583.1
OECD,NAPHTHA,DEC2018,3620.5
OECD,NAPHTHA,JAN2019,3642.4
OECD,NAPHTHA,FEB2019,3617
OECD,NAPHTHA,MAR2019,3352.6
OECD,NAPHTHA,APR2019,3386.1
OECD,NAPHTHA,MAY2019,3259
OECD,NAPHTHA,JUN2019,3227.6
OECD,NAPHTHA,JUL2019,3289.8
OECD,NAPHTHA,AUG2019,3449.2
OECD,NAPHTHA,SEP2019,3366.8
OECD,NAPHTHA,OCT2019,3359.8
OECD,NAPHTHA,NOV2019,3589.6
OECD,NAPHTHA,DEC2019,3703
OECD,NAPHTHA,1Q2007,3495.162
OECD,NAPHTHA,2Q2007,3245.045
OECD,NAPHTHA,3Q2007,3324.06
OECD,NAPHTHA,4Q2007,3407.068
OECD,NAPHTHA,1Q2008,3396.681
OECD,NAPHTHA,2Q2008,3087.618
OECD,NAPHTHA,3Q2008,3087.335
OECD,NAPHTHA,4Q2008,2871.379
OECD,NAPHTHA,1Q2009,3094.676
OECD,NAPHTHA,2Q2009,3016.559
OECD,NAPHTHA,3Q2009,3072.845
OECD,NAPHTHA,4Q2009,3213.055
OECD,NAPHTHA,1Q2010,3456.693
OECD,NAPHTHA,2Q2010,3209.003
OECD,NAPHTHA,3Q2010,3324.34
OECD,NAPHTHA,4Q2010,3377.385
OECD,NAPHTHA,1Q2011,3449.591
OECD,NAPHTHA,2Q2011,3115.964
OECD,NAPHTHA,3Q2011,3230.377
OECD,NAPHTHA,4Q2011,3178.063
OECD,NAPHTHA,1Q2012,3416.071
OECD,NAPHTHA,2Q2012,3179.045
OECD,NAPHTHA,3Q2012,3273.662
OECD,NAPHTHA,4Q2012,3378.04
OECD,NAPHTHA,1Q2013,3393.012
OECD,NAPHTHA,2Q2013,3190.521
OECD,NAPHTHA,3Q2013,3350.373
OECD,NAPHTHA,4Q2013,3353.937
OECD,NAPHTHA,1Q2014,3648.868
OECD,NAPHTHA,2Q2014,3271.908
OECD,NAPHTHA,3Q2014,3244.223
OECD,NAPHTHA,4Q2014,3316.993
OECD,NAPHTHA,1Q2015,3595.433
OECD,NAPHTHA,2Q2015,3307.968
OECD,NAPHTHA,3Q2015,3373.909
OECD,NAPHTHA,4Q2015,3475.803
OECD,NAPHTHA,1Q2016,3568.543
OECD,NAPHTHA,2Q2016,3290.754
OECD,NAPHTHA,3Q2016,3375.436
OECD,NAPHTHA,4Q2016,3479.88
OECD,NAPHTHA,1Q2017,3675.592
OECD,NAPHTHA,2Q2017,3385.796
OECD,NAPHTHA,3Q2017,3520.307
OECD,NAPHTHA,4Q2017,3670.07
OECD,NAPHTHA,1Q2018,3479.089
OECD,NAPHTHA,2Q2018,3224.175
OECD,NAPHTHA,3Q2018,3301.801
OECD,NAPHTHA,4Q2018,3517.393
OECD,NAPHTHA,1Q2019,3534.7
OECD,NAPHTHA,2Q2019,3290.5
OECD,NAPHTHA,3Q2019,3368.6
OECD,NAPHTHA,4Q2019,3550.4
OECD,NAPHTHA,2007,3367.473
OECD,NAPHTHA,2008,3110.035
OECD,NAPHTHA,2009,3099.536
OECD,NAPHTHA,2010,3341.59
OECD,NAPHTHA,2011,3242.719
OECD,NAPHTHA,2012,3311.782
OECD,NAPHTHA,2013,3321.932
OECD,NAPHTHA,2014,3369.243
OECD,NAPHTHA,2015,3437.774
OECD,NAPHTHA,2016,3428.648
OECD,NAPHTHA,2017,3562.809
OECD,NAPHTHA,2018,3380.504
OECD,NAPHTHA,2019,3435.9
OECD,MOTORGAS,JAN2007,14058.5
OECD,MOTORGAS,FEB2007,14510
OECD,MOTORGAS,MAR2007,14818.7
OECD,MOTORGAS,APR2007,14860.6
OECD,MOTORGAS,MAY2007,15163.1
OECD,MOTORGAS,JUN2007,15278.8
OECD,MOTORGAS,JUL2007,15541.2
OECD,MOTORGAS,AUG2007,15587.5
OECD,MOTORGAS,SEP2007,14974.4
OECD,MOTORGAS,OCT2007,14991.4
OECD,MOTORGAS,NOV2007,14854.4
OECD,MOTORGAS,DEC2007,14822.9
OECD,MOTORGAS,JAN2008,14042.8
OECD,MOTORGAS,FEB2008,14336.3
OECD,MOTORGAS,MAR2008,14380.1
OECD,MOTORGAS,APR2008,14913.8
OECD,MOTORGAS,MAY2008,14851.6
OECD,MOTORGAS,JUN2008,14583.6
OECD,MOTORGAS,JUL2008,14852.7
OECD,MOTORGAS,AUG2008,14686.4
OECD,MOTORGAS,SEP2008,14155.2
OECD,MOTORGAS,OCT2008,14536
OECD,MOTORGAS,NOV2008,14306.8
OECD,MOTORGAS,DEC2008,14621.8
OECD,MOTORGAS,JAN2009,13784.5
OECD,MOTORGAS,FEB2009,14153.7
OECD,MOTORGAS,MAR2009,14312.7
OECD,MOTORGAS,APR2009,14610.9
OECD,MOTORGAS,MAY2009,14549.8
OECD,MOTORGAS,JUN2009,14853.8
OECD,MOTORGAS,JUL2009,15023.7
OECD,MOTORGAS,AUG2009,14991.8
OECD,MOTORGAS,SEP2009,14527.5
OECD,MOTORGAS,OCT2009,14480.1
OECD,MOTORGAS,NOV2009,14291
OECD,MOTORGAS,DEC2009,14572.6
OECD,MOTORGAS,JAN2010,13439.5
OECD,MOTORGAS,FEB2010,13830
OECD,MOTORGAS,MAR2010,14270.2
OECD,MOTORGAS,APR2010,14622.2
OECD,MOTORGAS,MAY2010,14548.8
OECD,MOTORGAS,JUN2010,14880.6
OECD,MOTORGAS,JUL2010,15059.4
OECD,MOTORGAS,AUG2010,15010.1
OECD,MOTORGAS,SEP2010,14736.9
OECD,MOTORGAS,OCT2010,14399.5
OECD,MOTORGAS,NOV2010,14265.2
OECD,MOTORGAS,DEC2010,14383.5
OECD,MOTORGAS,JAN2011,13330.5
OECD,MOTORGAS,FEB2011,13932.5
OECD,MOTORGAS,MAR2011,14147.2
OECD,MOTORGAS,APR2011,14107.5
OECD,MOTORGAS,MAY2011,14173.1
OECD,MOTORGAS,JUN2011,14545.9
OECD,MOTORGAS,JUL2011,14550.8
OECD,MOTORGAS,AUG2011,14658.5
OECD,MOTORGAS,SEP2011,14203.9
OECD,MOTORGAS,OCT2011,13921.4
OECD,MOTORGAS,NOV2011,13886.1
OECD,MOTORGAS,DEC2011,14109.8
OECD,MOTORGAS,JAN2012,13149.6
OECD,MOTORGAS,FEB2012,13777.7
OECD,MOTORGAS,MAR2012,13896.1
OECD,MOTORGAS,APR2012,13976.3
OECD,MOTORGAS,MAY2012,14277
OECD,MOTORGAS,JUN2012,14317.7
OECD,MOTORGAS,JUL2012,14235.4
OECD,MOTORGAS,AUG2012,14717.7
OECD,MOTORGAS,SEP2012,13763.3
OECD,MOTORGAS,OCT2012,13954.3
OECD,MOTORGAS,NOV2012,13729.8
OECD,MOTORGAS,DEC2012,13643.7
OECD,MOTORGAS,JAN2013,13164.6
OECD,MOTORGAS,FEB2013,13472.9
OECD,MOTORGAS,MAR2013,13669.1
OECD,MOTORGAS,APR2013,14014.7
OECD,MOTORGAS,MAY2013,14276.2
OECD,MOTORGAS,JUN2013,14332.2
OECD,MOTORGAS,JUL2013,14680
OECD,MOTORGAS,AUG2013,14673.4
OECD,MOTORGAS,SEP2013,14179.4
OECD,MOTORGAS,OCT2013,14115.7
OECD,MOTORGAS,NOV2013,14079.4
OECD,MOTORGAS,DEC2013,13840.7
OECD,MOTORGAS,JAN2014,13109.5
OECD,MOTORGAS,FEB2014,13684.4
OECD,MOTORGAS,MAR2014,13770.6
OECD,MOTORGAS,APR2014,14021.7
OECD,MOTORGAS,MAY2014,14191.9
OECD,MOTORGAS,JUN2014,14266.3
OECD,MOTORGAS,JUL2014,14567.6
OECD,MOTORGAS,AUG2014,14656
OECD,MOTORGAS,SEP2014,14048.5
OECD,MOTORGAS,OCT2014,14335.4
OECD,MOTORGAS,NOV2014,13936.8
OECD,MOTORGAS,DEC2014,14251.9
OECD,MOTORGAS,JAN2015,13415.9
OECD,MOTORGAS,FEB2015,13858.7
OECD,MOTORGAS,MAR2015,14051.5
OECD,MOTORGAS,APR2015,14333.2
OECD,MOTORGAS,MAY2015,14343.9
OECD,MOTORGAS,JUN2015,14661.5
OECD,MOTORGAS,JUL2015,14911.7
OECD,MOTORGAS,AUG2015,14871.8
OECD,MOTORGAS,SEP2015,14520.6
OECD,MOTORGAS,OCT2015,14406.5
OECD,MOTORGAS,NOV2015,14166.4
OECD,MOTORGAS,DEC2015,14383.6
OECD,MOTORGAS,JAN2016,13456.4
OECD,MOTORGAS,FEB2016,14253.3
OECD,MOTORGAS,MAR2016,14495.5
OECD,MOTORGAS,APR2016,14326.8
OECD,MOTORGAS,MAY2016,14638.2
OECD,MOTORGAS,JUN2016,14930.1
OECD,MOTORGAS,JUL2016,14985
OECD,MOTORGAS,AUG2016,15263.1
OECD,MOTORGAS,SEP2016,14827.5
OECD,MOTORGAS,OCT2016,14211
OECD,MOTORGAS,NOV2016,14414.2
OECD,MOTORGAS,DEC2016,14543.8
OECD,MOTORGAS,JAN2017,13163.3
OECD,MOTORGAS,FEB2017,14066.6
OECD,MOTORGAS,MAR2017,14500.7
OECD,MOTORGAS,APR2017,14367.8
OECD,MOTORGAS,MAY2017,14852.7
OECD,MOTORGAS,JUN2017,15190.2
OECD,MOTORGAS,JUL2017,15017.3
OECD,MOTORGAS,AUG2017,15325.1
OECD,MOTORGAS,SEP2017,14663.3
OECD,MOTORGAS,OCT2017,14504
OECD,MOTORGAS,NOV2017,14360.9
OECD,MOTORGAS,DEC2017,14515.9
OECD,MOTORGAS,JAN2018,13615.7
OECD,MOTORGAS,FEB2018,13934.7
OECD,MOTORGAS,MAR2018,14599.8
OECD,MOTORGAS,APR2018,14304.5
OECD,MOTORGAS,MAY2018,14838.1
OECD,MOTORGAS,JUN2018,15221.2
OECD,MOTORGAS,JUL2018,15018.8
OECD,MOTORGAS,AUG2018,15241.7
OECD,MOTORGAS,SEP2018,14326.2
OECD,MOTORGAS,OCT2018,14271
OECD,MOTORGAS,NOV2018,14282.9
OECD,MOTORGAS,DEC2018,14544.2
OECD,MOTORGAS,JAN2019,13622.5
OECD,MOTORGAS,FEB2019,14205.2
OECD,MOTORGAS,MAR2019,14329.2
OECD,MOTORGAS,APR2019,14639.6
OECD,MOTORGAS,MAY2019,14861.7
OECD,MOTORGAS,JUN2019,15118.9
OECD,MOTORGAS,JUL2019,15257.6
OECD,MOTORGAS,AUG2019,15169.6
OECD,MOTORGAS,SEP2019,14574.3
OECD,MOTORGAS,OCT2019,14503.6
OECD,MOTORGAS,NOV2019,14440.3
OECD,MOTORGAS,DEC2019,14529.4
OECD,MOTORGAS,1Q2007,14460.813
OECD,MOTORGAS,2Q2007,15101.518
OECD,MOTORGAS,3Q2007,15371.975
OECD,MOTORGAS,4Q2007,14889.949
OECD,MOTORGAS,1Q2008,14251.237
OECD,MOTORGAS,2Q2008,14783.754
OECD,MOTORGAS,3Q2008,14569.218
OECD,MOTORGAS,4Q2008,14490.172
OECD,MOTORGAS,1Q2009,14081.298
OECD,MOTORGAS,2Q2009,14670.163
OECD,MOTORGAS,3Q2009,14851.147
OECD,MOTORGAS,4Q2009,14449.605
OECD,MOTORGAS,1Q2010,13847.119
OECD,MOTORGAS,2Q2010,14682.382
OECD,MOTORGAS,3Q2010,14937.625
OECD,MOTORGAS,4Q2010,14350.315
OECD,MOTORGAS,1Q2011,13799.097
OECD,MOTORGAS,2Q2011,14274.375
